host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout,class_label,lens,lsb
NGC3665,MATLAS-1021,171.225,38.7272,dI  ,0.0,,"(268, 257)",4959.786886179771,9402.924215559193,ugri,4,1,2.0,,1.0
NGC3665,MATLAS-1022,171.2456,38.6732,dE  ,3.48,,"(268, 257)",4648.085484708991,8356.491373962052,ugri,4,1,2.0,,1.0
NGC3665,MATLAS-1027,171.351,38.618,dEN ,0.0,,"(268, 257)",3051.921822167464,7288.086066747479,ugri,4,1,2.0,,1.0
PGC35064,112412+383052,171.052,38.5145,dE,3.02,,"(268, 257)",7582.8841482917,5283.38585677903,ugri,4,1,2.0,,1.0
PGC35064,112432+383053,171.1337,38.5148,dE,3.63,,"(268, 257)",6344.052007516955,5287.456086613499,ugri,4,1,2.0,,1.0
PGC35064,112443+383522,171.182,38.5897,dE,11.61,,"(268, 257)",5611.041612295511,6738.428635581363,ugri,4,1,2.0,,1.0
,1124178+384318,171.07403,38.72171,UDG,5.71,,"(268, 257)",7242.369797290528,9298.346931609369,ugri,4,1,2.0,,1.0
,1125141+384529,171.30885,38.75797,UDG,7.07,,"(268, 257)",3692.6776968779477,9999.842917952465,ugri,4,1,2.0,,1.0
,0834204+413710,128.58488,41.61939,UDG,6.27,,"(193, 263)",8783.904373811694,7319.386159546993,ugriz,5,1,,,
PGC39492,121420+272351,183.5855,27.3976,dE,4.39,,"(326, 235)",8058.382704302219,3017.7751311952106,u,1,1,2.0,,1.0
PGC39492,121539+273444,183.9155,27.579,dE,13.19,,"(326, 235)",2384.9216779483804,6532.547610361973,u,1,1,2.0,,1.0
,1214243+273339,183.60134,27.56097,UDG,5.59,,"(326, 235)",7781.717184147639,6183.354501937821,u,1,1,,,
,1717331+272331,259.38797,27.39187,UDG,8.9,,"(460, 235)",3449.334745607968,2905.1112479264343,u,1,1,,,
,1438497+482703,219.70724,48.4507,UDG,5.74,,"(291, 277)",3401.1939649874676,4045.9156679590287,gri,3,1,,,
,1319,198.2632,23.0844,,5.5,0.008492972701787949,"(365, 226)",4956.659689290408,6635.5860802987045,u,1,1,2.0,,
,1723225+624713,260.84359,62.78694,UDG,8.75,,"(237, 306)",6551.640592798198,873.2073569652284,ugriz,5,1,,,
,1355120+515432,208.79987,51.90884,UDG,8.97,,"(257, 284)",4028.379265200647,3233.954524484291,ugri,4,1,,,
,1456286+541702,224.11932,54.28392,UDG,8.32,,"(260, 289)",2141.0705260939876,817.6928027732256,ugri,4,1,,,
,2353351+281956,358.3964,28.33211,UDG,6.04,,"(630, 237)",5681.488930434592,1746.5692323361986,ur,2,1,,,
,1207387+604101,181.91128,60.68351,UDG,6.23,,"(179, 301)",3508.557583361905,8558.029564627683,giz,3,1,,,
,1638386+435621,249.66071,43.93919,UDG,7.22,,"(359, 268)",3236.9314400010667,3822.913644061187,ugri,4,1,,,
,2213278+151717,333.36564,15.28818,UDG,5.45,,"(642, 211)",319.36962704958205,897.8259434935726,u,1,1,,,
PGC37617,115601+540134,179.0077,54.0263,dE,5.83,,"(210, 288)",776.3863135908605,5520.73416196456,ugiz,4,1,2.0,,1.0
,2001,175.618,2.1806,,3.49,0.006000000052154064,"(351, 184)",4786.5010506192675,8499.853217772914,u,1,1,2.0,,
,0134224+002013,23.5934,0.33708,UDG,7.26,,"(47, 181)",3207.3681203652454,1842.7792374884425,u,1,1,,,
,1222203+611356,185.58439,61.23227,UDG,7.07,,"(180, 302)",5517.52706176285,9501.396238870937,giz,3,1,,,
,1657431+283643,254.42952,28.61191,UDG,6.41,,"(447, 237)",3121.919989837346,7169.56900821513,ui,2,1,,,
NGC4736,IC3687,190.5626,38.5034,,53.8891361654616,0.0011809084098786116,"(298, 257)",2367.582638692621,5068.37094769149,ugri,4,1,2.0,,1.0
PGC39791,122300+771439,185.7518,77.2444,BC,6.99,0.027369000017642975,"(84, 334)",9088.131294408468,9769.494750384054,gri,3,1,2.0,,1.0
,1037033+432950,159.26376,43.49717,UDG,8.87,,"(231, 267)",4499.035423809472,4945.264767997509,ugri,4,1,,,
,0124141+040028,21.05881,4.00778,UDG,5.81,,"(42, 188)",4854.430535076109,5150.7690071280795,u,1,1,,,
NGC3073,MATLAS-623,150.695,56.1317,dI  ,2.38,,"(169, 292)",9488.811677292022,7565.733173257799,giz,3,1,2.0,,1.0
,0906365+540408,136.65218,54.069,UDG,6.76,,"(161, 288)",8441.105404759477,6344.507026447642,griz,4,1,,,
,1417520+230432,214.46659,23.07563,UDG,14.08,0.015847064554691315,"(395, 226)",6597.153125436563,6466.121264517917,u,1,1,2.0,,
NGC2592,MATLAS-386,126.66,26.422,dE  ,0.0,,"(227, 233)",7862.548867629619,3490.2733773942705,u,1,1,2.0,,1.0
,0041248+292030,10.35324,29.34154,UDG,7.38,,"(18, 239)",4786.470566690811,1929.2131235021293,ur,2,1,,,
,1327135+263114,201.80607,26.52059,UDG,6.85,0.022899175062775612,"(361, 233)",3000.710444584125,5399.9111251508,u,1,1,,,
,0934121+340014,143.55034,34.00382,UDG,5.42,,"(238, 248)",4832.8559494663705,5074.036128355003,ugri,4,1,,,
,1445411+561049,221.42124,56.18028,UDG,7.53,,"(248, 292)",8526.216524808788,8502.009062253732,ugri,4,1,,,
PGC37654,115504+282052,178.7674,28.3478,dE,4.9,0.0016781124286353588,"(314, 237)",2984.584143686059,2051.501643754655,ui,2,1,2.0,,1.0
,1402090+591841,210.53761,59.31126,UDG,5.79,,"(214, 299)",7807.851512756846,1348.3832429251029,ugri,4,1,,,
,0938095+253048,144.53968,25.51338,UDG,9.1,,"(261, 231)",5786.92758298718,5259.423628466295,u,1,1,,,
,1700056+283807,255.02334,28.63518,UDG,7.55,,"(448, 237)",2699.2677305145808,7620.954700429402,ui,2,1,,,
,1203016+204932,180.75684,20.82555,UDG,7.29,,"(338, 222)",9830.102886839508,1623.3254637787268,u,1,1,,,
,1205077+210542,181.28225,21.0949,UDG,7.34,,"(338, 222)",321.7629237770807,6842.8672590307615,u,1,1,,,
,0109171+015300,17.32137,1.88313,UDG,15.18,,"(35, 184)",8666.419961378579,2735.3763986577355,u,1,1,,,
,1427191+255520,216.82941,25.92224,UDG,7.32,,"(390, 232)",7230.392755182499,3494.179695426007,u,1,1,,,
,1427413+260025,216.9222,26.00681,UDG,6.1,,"(390, 232)",5612.691126232807,5132.053216639242,u,1,1,,,
,1427499+260047,216.9579,26.01317,UDG,5.41,,"(390, 232)",4990.915819871327,5255.220974633945,u,1,1,,,
NGC5457,dw1350p5441,207.7431,54.6892,,22.8255807897748,,"(241, 289)",2356.751720389956,8670.955093864673,ugriz,5,1,2.0,,1.0
PGC37654,115933+285708,179.8904,28.9523,dE,3.93,,"(315, 238)",8185.654394621543,4078.151423103984,uri,3,1,2.0,,1.0
PGC38009,120012+285225,180.0526,28.8737,BC,4.87,,"(315, 238)",5435.545077607572,2552.4800253673975,uri,3,1,2.0,,1.0
,1003586+512327,150.99436,51.39085,UDG,5.39,,"(188, 283)",5073.832943175034,2884.7866268020457,giz,3,1,,,
,0200102+284950,30.04258,28.83065,UDG,16.2,,"(53, 238)",9351.269639754797,1722.8561139251406,ur,2,1,,,
,0915004+493018,138.75185,49.50513,UDG,5.79,,"(180, 279)",2827.4926691885207,5101.903052100671,gri,3,1,,,
NGC5055,dw1312p4158,198.0772,41.9755,,12.6828438925779,,"(294, 264)",1121.8094909475485,4531.3084673494495,ugri,4,1,2.0,,1.0
,1310419+415327,197.67441,41.89096,UDG,10.89,,"(294, 264)",6927.340073882061,2888.4156512465,ugri,4,1,2.0,,1.0
,1150056+554700,177.52348,55.78314,UDG,10.41,,"(199, 292)",9484.69960158992,810.776439879819,ugiz,4,1,2.0,,1.0
,1150210+555251,177.58733,55.88092,UDG,6.06,,"(199, 292)",8779.369285273353,2701.8431314734735,ugiz,4,1,,,
,1150292+561253,177.62168,56.21461,UDG,5.61,,"(199, 292)",8376.667590178959,9166.612845943044,ugiz,4,1,2.0,,1.0
,1304535+274253,196.22311,27.71472,UDG,7.57,1.5711791515350342,"(348, 235)",3993.7897585829664,9161.310082528602,u,1,1,2.0,,
,1020423+451349,155.17622,45.23018,UDG,8.24,,"(219, 270)",634.899098834193,9469.323441409162,ugri,4,1,,,
,1406345+390403,211.64361,39.06753,UDG,7.02,,"(329, 258)",5426.379863484251,6308.728479726829,ugri,4,1,,,
PGC34684,112258+192836,170.7455,19.4768,dE,4.48,,"(322, 219)",5934.341343391751,4550.5470503135175,u,1,1,2.0,,1.0
,1123413+191620,170.92195,19.27215,UDG,11.37,,"(322, 219)",2707.69513477501,585.3072023549985,u,1,1,2.0,,1.0
,1536528+433353,234.22008,43.56484,UDG,5.5,,"(340, 267)",6989.182791239635,6258.227272705772,ugri,4,1,,,
,1538085+433945,234.53557,43.66236,UDG,5.86,,"(340, 267)",2563.04480810994,8148.9292366699165,ugri,4,1,,,
,1100000+542535,165.00016,54.42633,UDG,17.18,,"(192, 289)",8570.592311089764,3580.3778926377036,ugriz,5,1,,,
,571,186.422,2.1591,,20.89,0.0050200000405311584,"(373, 184)",8711.951024238731,8083.434974724552,u,1,1,,,
NGC7454,MATLAS-2167,344.898,16.7659,dI  ,0.0,,"(660, 214)",8345.160564371274,464.8774630071648,u,1,1,2.0,,1.0
,0828114+393358,127.04739,39.56613,UDG,5.54,,"(196, 259)",4363.244277779484,6281.682303761644,ugriz,5,1,,,
,2308478+081408,347.19897,8.23559,UDG,5.81,,"(688, 196)",8485.173026590412,9566.307455278169,u,1,1,,,
,2309306+075508,347.37746,7.91875,UDG,5.42,,"(688, 196)",5061.900245615931,3425.4583834711602,u,1,1,,,
NGC4258,dw1223p4644,185.9542,46.7495,,3.39763972512578,,"(256, 273)",4953.232472384915,9835.083053366674,ugri,4,1,2.0,,1.0
,1054442+603714,163.68418,60.62063,UDG,5.59,,"(161, 301)",3031.732602005366,7340.786548223303,giz,3,1,,,
NGC2950,MATLAS-568,145.983,58.6887,dI  ,0.0,,"(153, 297)",9319.324446320104,8670.635398306322,griz,4,1,2.0,,1.0
,1119335+725710,169.88973,72.9529,UDG,6.14,,"(99, 326)",1678.3019054945785,4103.454973909504,giz,3,1,,,
,1119535+725006,169.97298,72.83509,UDG,7.77,,"(99, 326)",1179.9194232619043,1825.4819423765366,giz,3,1,,,
,0832293+472853,128.12212,47.48136,UDG,5.92,,"(173, 275)",3874.6583714866933,4639.398045232933,ugriz,5,1,,,
,0039046+010555,9.76932,1.09858,UDG,5.71,,"(20, 182)",9499.063092529928,6910.55491916708,u,1,1,,,
,1213375+243924,183.40605,24.65677,UDG,10.19,,"(334, 229)",7082.533218341383,8038.944212781535,u,1,1,,,
PGC48917,135105+392208,207.7718,39.3689,dE,4.94,0.008734376169741154,"(321, 259)",8459.296793171012,2463.8349389043997,ugi,3,1,2.0,,1.0
,1307463+291232,196.94295,29.20878,UDG,6.85,,"(345, 238)",9831.398328776804,9051.834693994548,uri,3,1,,,
,1411580+272936,212.99157,27.49324,UDG,5.9,,"(378, 235)",6437.427377654942,4869.482421788953,u,1,1,,,
PGC39158,121732+323159,184.3842,32.5331,dE,8.35,0.0014191163936629891,"(311, 245)",4843.920706145412,5641.450767603191,ugri,4,1,2.0,,1.0
,2033,183.1569,0.3588,,3.46,0.007600000128149986,"(366, 181)",2094.5214080016854,2263.70859130118,u,1,1,2.0,,
,1752083+622911,268.0347,62.48628,UDG,8.78,,"(248, 305)",9562.895559298708,4752.120602778043,ugriz,5,1,,,
,1144447+450018,176.18637,45.0049,UDG,6.03,,"(249, 270)",3399.8800105050086,5096.110100012751,gi,2,1,,,
NGC628,dw0133p1543,23.4842,15.7314,,4.52642522613894,,"(45, 211)",2481.8044764420083,9485.120940611785,u,1,1,2.0,,1.0
,0845350+333913,131.39563,33.65363,UDG,5.43,,"(219, 247)",3666.1344912059294,7977.730726608905,ugri,4,1,,,
,1346159+255600,206.56635,25.93312,UDG,5.49,,"(371, 232)",1885.8518343014525,3706.0579967634976,u,1,1,,,
,1635485+570917,248.95227,57.15484,UDG,5.55,,"(271, 294)",3280.054982047822,8002.709531143107,ugri,4,1,,,
NGC5355,MATLAS-1625,208.2227,40.4227,dE  ,4.35,,"(317, 261)",8224.825665035944,3505.993987363462,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1628,208.2579,40.4534,dE  ,3.11,,"(317, 261)",7704.285945876194,4099.748146019048,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1631,208.2776,40.5004,dE  ,4.44,,"(317, 261)",7412.096538244511,5009.989333055883,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1639,208.4631,40.2716,dI  ,5.21,,"(317, 261)",4677.5085865650735,573.8609218435149,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1648,208.559,40.4773,dI  ,0.0,0.008904905989766121,"(317, 261)",3264.8441510730354,4561.254529722099,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1655,208.7095,40.3116,dE  ,4.4,,"(317, 261)",1036.5717186256988,1354.9916389364303,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1659,208.726,40.5544,dI  ,0.0,,"(317, 261)",807.9296046502495,6060.987791671263,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1663,208.77,40.5714,dI  ,0.0,0.008962866850197315,"(317, 261)",161.2973631658424,6392.68625019802,ugi,3,1,2.0,,1.0
PGC49514,135258+401605,208.2421,40.2683,dE,5.99,,"(317, 261)",7945.374510340504,513.178946913029,ugi,3,1,2.0,,1.0
PGC49514,135300+401654,208.2513,40.2817,dE,4.18,,"(317, 261)",7808.776360381498,772.562658435977,ugi,3,1,2.0,,1.0
PGC49514,135302+401747,208.2599,40.2964,dE,4.54,,"(317, 261)",7681.0491935859545,1057.1711040027271,ugi,3,1,2.0,,1.0
PGC49514,135310+401815,208.2939,40.3044,dE,5.43,,"(317, 261)",7178.248156172709,1211.2722584475282,ugi,3,1,2.0,,1.0
PGC49514,135408+402005,208.5344,40.3348,dE,5.26,,"(317, 261)",3624.5553805274244,1799.3097020497862,ugi,3,1,2.0,,1.0
PGC49514,135453+402648,208.7244,40.4469,dE,4.12,,"(317, 261)",824.8027988061958,3977.6687052346915,ugi,3,1,2.0,,1.0
,1352287+402429,208.11976,40.40818,UDG,9.17,,"(317, 261)",9744.523113383828,3229.2516287237204,ugi,3,1,2.0,,1.0
,1353159+402758,208.31622,40.46611,UDG,7.33,,"(317, 261)",6843.940971684746,4344.552982594049,ugi,3,1,2.0,,1.0
,1253570+291500,193.48768,29.25004,UDG,6.08,,"(337, 239)",6882.372935894546,156.8970894398417,ugri,4,1,,,
,1448066+481928,222.02739,48.32431,UDG,5.35,,"(294, 277)",2670.3550328689907,1598.0445951925772,ugri,4,1,,,
,1322052+315902,200.52172,31.9838,UDG,5.63,,"(340, 244)",3990.8967822760796,4686.347134024691,ugri,4,1,,,
,0845447+425706,131.43627,42.95158,UDG,5.79,,"(192, 266)",2548.516125877628,4064.189740680933,ugriz,5,1,,,
PGC41361,122430+184644,186.1291,18.779,dE,3.33,,"(352, 218)",5222.736684977738,717.2353779048581,u,1,1,2.0,,1.0
,229,186.152375,18.9375555555556,,7.88311831752177,,"(352, 218)",4795.892895138171,3789.8973350962942,u,1,1,2.0,,1.0
,1146199+012130,176.58293,1.35823,UDG,6.4,,"(353, 183)",4565.506310455926,2252.6407242581986,u,1,1,,,
,1341215+621609,205.33939,62.26929,UDG,6.22,,"(190, 305)",8609.341880102977,540.2145363100171,ugriz,5,1,,,
,0857504+510244,134.46008,51.04563,UDG,6.09,,"(169, 282)",2706.4288185586497,5887.19238177153,gri,3,1,,,
,0015208+200027,3.83669,20.00761,UDG,9.68,,"(7, 220)",2959.311771696116,5148.156748670765,u,1,1,,,
,1252024+301808,193.01019,30.30222,UDG,9.99,,"(333, 241)",8821.392539967237,1171.056358473722,ugri,4,1,,,
,1616453+612429,244.18882,61.40808,UDG,8.79,,"(233, 303)",4672.798551624457,3218.7725830618447,ugriz,5,1,,,
,1310019+451211,197.50789,45.20318,UDG,6.49,,"(279, 270)",1926.4165177624486,8941.718721141102,ugri,4,1,,,
,0107283+315943,16.8679,31.99524,UDG,6.96,,"(29, 244)",8783.166345807862,4911.782708216281,ugr,3,1,,,
NGC3610,MATLAS-933,169.9088,58.9787,dE  ,4.64,,"(175, 298)",4815.761465091574,4587.253471878888,giz,3,1,2.0,,1.0
NGC3610,MATLAS-947,170.065,58.8915,dI  ,0.0,,"(175, 298)",3251.364978272236,2899.661741937306,giz,3,1,2.0,,1.0
NGC3610,MATLAS-957,170.279,58.8828,dI  ,0.0,,"(175, 298)",1107.7450869752747,2740.0838327624933,giz,3,1,2.0,,1.0
,1117455+585022,169.43956,58.83954,UDG,7.45,,"(175, 298)",9520.276442771592,1905.6602224458784,giz,3,1,2.0,,1.0
,0829119+784949,127.29943,78.83039,UDG,14.64,,"(49, 338)",9133.765365456577,1752.0987487051284,gi,2,1,,,
,1341587+420408,205.49475,42.06891,UDG,9.49,,"(305, 264)",889.1262474807481,6342.2737010782375,ugri,4,1,,,
,1508052+561533,227.02152,56.25906,UDG,12.06,,"(251, 293)",8869.731546233954,340.9006572651115,ugri,4,1,2.0,,1.0
,1133300+594406,173.37498,59.73492,UDG,5.59,,"(176, 299)",5106.736720960307,9552.540456496732,giz,3,1,,,
,1355467+204558,208.94451,20.76606,UDG,5.53,,"(390, 222)",3709.186160172938,466.7445473066864,u,1,1,,,
NGC4111,MATLAS-1164,181.166,43.3886,dI  ,0.0,,"(263, 267)",6685.716741763549,2842.390331015172,ugri,4,1,2.0,,1.0
NGC4111,MATLAS-1168,181.23,43.622,dI  ,0.0,,"(263, 267)",5781.381247953603,7364.499171320536,ugri,4,1,2.0,,1.0
NGC4111,MATLAS-1169,181.231,43.5102,dI  ,0.0,,"(263, 267)",5768.776426416259,5197.918083321272,ugri,4,1,2.0,,1.0
,1204099+433917,181.0411,43.65476,UDG,6.0,,"(263, 267)",8429.524001011474,8004.149113864467,ugri,4,1,,,
,1205246+434230,181.3527,43.70829,UDG,12.93,,"(263, 267)",4061.4179517930415,9036.841335687168,ugri,4,1,2.0,,1.0
PGC26979,093127+320339,142.8642,32.0611,BC,2.33,0.008133869618177414,"(242, 244)",1984.4517387373248,6186.62001774143,ugri,4,1,2.0,,1.0
,0931476+314929,142.94814,31.82482,UDG,7.09,0.547265887260437,"(242, 244)",594.533092220554,1610.606685262167,ugri,4,1,2.0,,
,1555002+622636,238.75096,62.44321,UDG,6.28,,"(220, 305)",283.43163722621557,3918.665910892276,ugriz,5,1,,,
,1044384+382225,161.1598,38.3735,UDG,5.79,,"(252, 257)",2573.8767564176555,2550.65594340975,ugri,4,1,,,
NGC7541,NSA-637123,348.6438,4.4984,,,,"(695, 189)",3661.9270568454385,4969.057089611477,u,1,1,,,
NGC7541,LS-359104-131,348.6965,4.6396,,,,"(695, 189)",2644.255783648047,7705.511492804187,u,1,1,,,
NGC7541,LS-356233-3798,348.7769,4.3732,,,,"(695, 189)",1089.844783039799,2543.2699223881264,u,1,1,2.0,,
NGC7541,LS-357668-2728,348.6214,4.5073,,,0.008619981817901134,"(695, 189)",4094.690157420827,5141.495529737284,u,1,1,2.0,,1.0
,1210218+293439,182.59091,29.57746,UDG,6.88,,"(318, 239)",6567.749897996011,6501.723618855287,uri,3,1,,,
,1211382+292051,182.90909,29.3476,UDG,6.26,,"(318, 239)",1196.6094614477356,2050.3016565193425,uri,3,1,,,
,1211528+291937,182.97017,29.32687,UDG,5.31,,"(318, 239)",163.84623597885547,1650.826646381969,uri,3,1,,,
,0811027+251308,122.76119,25.21893,UDG,11.06,,"(223, 230)",9653.861074915,9247.250563798923,u,1,1,,,
,1205470+501300,181.44563,50.21657,UDG,6.07,,"(233, 280)",2472.736359461163,9200.3763033121,ugriz,5,1,2.0,,1.0
PGC34232,111253+480334,168.2211,48.0595,dE,2.65,0.06348299980163574,"(225, 276)",3802.0839666749703,6153.767937698663,ugri,4,1,2.0,,1.0
,1103564+602955,165.98493,60.49849,UDG,9.81,,"(163, 301)",447.87452445351573,4987.230033209126,giz,3,1,,,
PGC26648,092206+493138,140.5256,49.5273,dE,5.47,,"(183, 279)",9569.407335118081,5540.065135475403,griz,4,1,2.0,,1.0
PGC37642,120255+554906,180.7315,55.8184,BC,11.32,0.003450501710176468,"(202, 292)",3758.3530112528865,1481.790664175057,ugiz,4,1,2.0,,1.0
NGC5611,MATLAS-1871,216.1911,32.8303,dE  ,2.87,,"(363, 246)",8628.65999110571,1715.2059017981364,ugri,4,1,2.0,,1.0
NGC5611,MATLAS-1875,216.4086,32.8244,dE  ,2.37,,"(363, 246)",5086.923167570904,1597.0455133914638,ugri,4,1,2.0,,1.0
NGC5611,MATLAS-1879,216.592,33.2381,dEN ,3.22,,"(363, 246)",2113.8346741181304,9616.616035429848,ugri,4,1,2.0,,1.0
NGC5611,MATLAS-1880,216.6349,33.2057,dEN ,6.09,0.009078940376639366,"(363, 246)",1417.1577012184625,8990.053488947095,ugri,4,1,2.0,,1.0
,1628564+391658,247.23498,39.28272,UDG,5.56,,"(382, 259)",9420.792526108366,796.5174279978419,ugri,4,1,,,
,1629552+393733,247.48005,39.62579,UDG,5.37,,"(382, 259)",5741.055321167103,7437.888530150554,ugri,4,1,,,
NGC6278,MATLAS-2119,255.6,23.4279,dI  ,0.0,,"(469, 227)",6928.197007056517,3603.501458549268,u,1,1,2.0,,1.0
PGC20536,071609+565253,109.0384,56.8814,dE,3.65,0.0583529993891716,"(119, 294)",7205.18217952644,2705.008400513815,ugriz,5,1,2.0,,1.0
PGC20536,071613+565024,109.0563,56.84,dE,3.4,,"(119, 294)",7017.889456760162,1902.1641039335573,ugriz,5,1,2.0,,1.0
PGC20536,071618+564957,109.0776,56.8327,dE,2.3,,"(119, 294)",6792.461249472757,1760.1038985688979,ugriz,5,1,2.0,,1.0
PGC20536,071625+565041,109.1077,56.8448,dE,2.54,,"(119, 294)",6472.864287745868,1993.8728612109949,ugriz,5,1,2.0,,1.0
PGC20536,071646+564814,109.195,56.8041,dE,3.52,,"(119, 294)",5548.206281135319,1203.8530599675128,ugriz,5,1,2.0,,1.0
PGC20536,071704+564636,109.2689,56.7767,dE,5.44,,"(119, 294)",4763.946406660409,672.6938058295227,ugriz,5,1,2.0,,1.0
,1417340+452817,214.39158,45.47144,UDG,7.66,,"(301, 271)",9477.95809132323,4455.7163592828765,gri,3,1,,,
,1417463+452706,214.44274,45.45178,UDG,11.09,,"(301, 271)",8784.020193527655,4072.096626186253,gri,3,1,,,
M81,d0934p70,143.5154,70.2158,,27.9514524144265,,"(98, 320)",3366.8131202742516,9185.33929982883,griz,4,1,2.0,,1.0
,1407572+241942,211.98845,24.32829,UDG,7.18,,"(386, 229)",6915.718011261142,1673.175360637676,u,1,1,,,
,0811191+734958,122.82974,73.83286,UDG,8.75,,"(68, 328)",7809.832372363735,1773.2547432744918,griz,4,1,,,
,0811307+735015,122.87806,73.83756,UDG,12.29,,"(68, 328)",7548.387754687453,1862.1636399731083,griz,4,1,,,
,1206598+510915,181.74916,51.15421,UDG,5.41,,"(229, 282)",7347.6376317223985,7991.518987428724,ugriz,5,1,2.0,,1.0
PGC33623,110859+722308,167.2492,72.3857,dE,6.19,0.06627099961042404,"(101, 325)",9040.569792516413,2808.1383975472,giz,3,1,2.0,,1.0
,1246026+255728,191.51093,25.95771,UDG,7.13,,"(344, 232)",2501.464890663632,4181.832008344949,u,1,1,,,
,1810007+575451,272.50293,57.91417,UDG,5.47,,"(289, 296)",6854.113907778932,3339.1714896117683,ugriz,5,1,,,
NGC3556,dw1110p5429,167.6471,54.4973,,5.05618755418275,,"(195, 289)",7845.669427123896,4952.788612796354,ugriz,5,1,2.0,,1.0
,1200379+383851,180.15812,38.64737,UDG,5.34,,"(282, 257)",5131.232047104016,7855.890380610399,ugri,4,1,,,
PGC26512,092157+501613,140.4887,50.2704,dE,22.15,0.002557920990511775,"(179, 281)",7691.14933356053,554.4902622585905,griz,4,1,2.0,,1.0
,0922515+503533,140.71462,50.59243,UDG,6.53,,"(179, 281)",4893.526481705941,6791.205382462485,griz,4,1,,,
,1654473+363542,253.69716,36.59504,UDG,5.44,,"(408, 253)",6234.810664449809,6842.288237835088,ugri,4,1,,,
,1606329+195042,241.63696,19.84494,UDG,5.94,,"(454, 220)",3749.441579150862,1995.3447201824783,u,1,1,,,
,1521087+482133,230.28641,48.35909,UDG,5.53,,"(305, 277)",3204.5592174110925,2270.937391325539,ugri,4,1,,,
,1701477+564358,255.4487,56.73289,UDG,6.0,,"(282, 293)",5162.06520572583,9513.209741076378,ugriz,5,1,,,
,1209227+390411,182.3444,39.06984,UDG,6.09,,"(283, 258)",968.9983270364187,6359.367593762603,ugri,4,1,,,
PGC37306,115116+514429,177.8168,51.7415,dE,3.9,,"(221, 283)",1268.8689968611748,9687.997217833927,ugiz,4,1,2.0,,1.0
,1148586+513634,177.24412,51.60939,UDG,6.11,,"(221, 283)",8150.051300228946,7125.507038722161,ugiz,4,1,,,
,1243181+270247,190.82552,27.04637,UDG,5.74,,"(340, 234)",4481.1813669953035,5898.664627768038,u,1,1,,,
,1243552+412727,190.97995,41.45758,UDG,16.94,,"(286, 263)",4311.089822418376,4178.1330096153115,ugri,4,1,2.0,,1.0
,0755122+270719,118.8009,27.1219,UDG,5.96,,"(212, 234)",7857.685432079589,7364.182853194302,u,1,1,,,
,1208072+005205,182.02981,0.86811,UDG,7.37,,"(364, 182)",4959.574278822098,2444.103973602341,u,1,1,,,
NGC3032,MATLAS-594,147.7631,29.7794,dE  ,3.13,,"(256, 240)",5648.728455407722,725.0879277581898,ugri,4,1,2.0,,1.0
,0816375+692046,124.15645,69.34599,UDG,11.01,,"(87, 319)",5380.504632376469,2015.6115738670733,griz,4,1,,,
,0037327+020145,9.3864,2.02926,UDG,6.89,,"(19, 184)",7312.22015811388,5567.113831719969,u,1,1,,,
,0038597+014936,9.74861,1.82653,UDG,15.07,,"(19, 184)",296.75423317212335,1638.6385536442854,u,1,1,,,
,0046040+251504,11.51685,25.25122,UDG,9.17,,"(21, 230)",6202.697884530091,9868.721684828419,ur,2,1,,,
,1723455+344529,260.93943,34.75803,UDG,5.82,,"(430, 249)",4091.661721870143,10000.645637193378,ugri,4,1,,,
,1307191+602035,196.82977,60.34313,UDG,7.45,,"(194, 301)",6487.403996719182,1961.7640660340762,ugiz,4,1,,,
,1307302+601531,196.87574,60.25863,UDG,5.39,,"(194, 301)",6049.320547297889,323.3396869717544,ugiz,4,1,,,
,0124166+135753,21.06921,13.9648,UDG,6.21,,"(41, 208)",6097.7073316929645,4317.995326222193,u,1,1,,,
,1308102+443151,197.04242,44.53071,UDG,5.33,,"(281, 269)",4213.733640978343,5595.401900573973,ugri,4,1,,,
,1500221+250016,225.09192,25.00439,UDG,6.53,,"(408, 230)",4950.393659498067,5085.074167667735,u,1,1,,,
,1327013+514109,201.75549,51.68593,UDG,7.86,,"(251, 283)",3152.119758509296,8605.089421527007,gri,3,1,,,
