name,host,radeg,dedeg,rproj,gmag,e_gmag,rimag,e_rimag,Mgmag,MVmag,e_MVmag,logMstar,e_logMstar,mu0V,e_mu0V,re,e_re,ETG,confirmed,Psat,filter,telescope,bad,dist,rearcsec,mueg,host_ra,host_dec,host_dist,host_alt_id,iso
dw1335-29,NGC5236,203.9417,-29.7067,25.8,18.68,0.11,18.24,0.11,-9.68,-9.94,0.11,5.88,0.13,26.33,0.14,566.3,47.0,True,True,1.0,gr,DECAM,nan,4.7,24.8527147260577,27.6623438555634,204.25383,-29.865761,4.7,nan,1.0
dw1340-30,NGC5236,205.0792,-30.3597,71.2,19.12,0.12,18.07,0.1,-9.24,-9.64,0.12,6.21,0.13,26.22,0.16,335.7,31.3,True,True,1.0,gi,DECAM,nan,4.7,14.7325734764681,26.9668677604864,204.25383,-29.865761,4.7,nan,1.0
KK200,NGC5236,201.15,-30.9717,237.8,15.62,0.09,15.25,0.09,-12.74,-12.95,0.09,6.98,0.13,22.5,0.11,371.7,19.5,False,True,1.0,gr,DECAM,nan,4.7,16.3124741111076,23.6880738588905,204.25383,-29.865761,4.7,nan,1.0
IC4247,NGC5236,201.6875,-30.3625,186.7,14.02,0.09,13.77,0.09,-14.34,-14.49,0.09,7.4,0.13,20.28,0.11,488.0,23.8,False,True,1.0,gr,DECAM,nan,4.7,21.4164308695462,22.6792101601493,204.25383,-29.865761,4.7,nan,1.0
ESO444-84,NGC5236,204.3333,-28.0442,149.6,14.71,0.09,14.5,0.09,-13.65,-13.77,0.09,7.05,0.13,22.72,0.11,542.4,27.0,False,True,1.0,gr,DECAM,nan,4.7,23.8038362578204,23.5987094525941,204.25383,-29.865761,4.7,nan,1.0
IC4316,NGC5236,205.075,-28.8947,98.9,13.68,0.09,13.27,0.09,-14.68,-14.92,0.09,7.83,0.13,20.57,0.11,907.8,43.9,False,True,1.0,gr,DECAM,nan,4.7,39.8398274005534,23.6870619229698,204.25383,-29.865761,4.7,nan,1.0
ESO444-78,NGC5236,204.1292,-29.2342,52.6,15.1,0.09,14.74,0.09,-13.26,-13.48,0.09,7.18,0.13,22.39,0.11,606.0,30.8,False,True,1.0,gr,DECAM,nan,4.7,26.5949940198023,24.2294741667372,204.25383,-29.865761,4.7,nan,1.0
KK208,NGC5236,204.15,-29.5708,25.3,15.15,0.09,14.6,0.09,-13.21,-13.53,0.09,7.5,0.13,26.21,0.11,4074.5,207.4,True,True,1.0,gr,DECAM,yes,4.7,178.813987769273,28.4174821246557,204.25383,-29.865761,4.7,nan,1.0
NGC5264,NGC5236,205.4042,-29.9131,81.9,12.26,0.08,11.81,0.09,-16.1,-16.36,0.09,8.46,0.13,20.75,0.11,1051.0,49.9,False,True,1.0,gr,DECAM,nan,4.7,46.1243207983609,22.5851246018857,204.25383,-29.865761,4.7,nan,1.0
KK218,NGC5236,206.6667,-29.9781,171.8,17.87,0.1,17.12,0.1,-10.49,-10.93,0.1,6.76,0.13,24.49,0.13,328.1,22.8,True,True,1.0,gr,DECAM,nan,4.7,14.3990388978169,25.6671422063419,204.25383,-29.865761,4.7,nan,1.0
HIJ1337-33,NGC5236,204.2542,-33.3631,287.2,17.39,0.09,17.31,0.1,-10.97,-11.02,0.1,5.76,0.13,21.84,0.12,119.4,7.6,False,True,1.0,gr,DECAM,nan,4.7,5.24000380012876,22.9921326914387,204.25383,-29.865761,4.7,nan,1.0
dw1350p5441,NGC5457,207.7431,54.6892,205.1,17.2,0.09,16.77,0.1,-11.87,-12.12,0.1,6.75,0.13,25.48,0.12,719.3,44.5,True,True,1.0,gr,DECALS,nan,6.5,22.825580696601,25.9975838570434,210.802429,54.34875,6.5,nan,1.0
UGC8837,NGC5457,208.6892,53.9043,149.3,13.26,0.08,12.86,0.09,-15.8,-16.04,0.09,8.27,0.12,22.16,0.11,2467.0,118.4,False,True,1.0,gr,DECALS,nan,6.5,78.2854234735614,24.7338792075856,210.802429,54.34875,6.5,nan,1.0
UGC8882,NGC5457,209.3112,54.1008,102.8,14.96,0.09,14.22,0.09,-14.1,-14.39,0.09,7.75,0.12,22.09,0.11,531.5,26.8,True,True,1.0,gi,CFHT,nan,6.5,16.8661145039994,23.1005499038603,210.802429,54.34875,6.5,nan,1.0
dw1403p5337,NGC5457,210.7728,53.6147,83.3,18.15,0.1,17.74,0.1,-10.91,-11.07,0.1,6.05,0.12,26.16,0.13,855.3,62.9,True,True,1.0,gi,CFHT,nan,6.5,27.1412750407604,27.3236259120163,210.802429,54.34875,6.5,nan,1.0
dw1403p5356,NGC5457,210.9373,53.9437,46.8,18.92,0.11,18.11,0.1,-10.15,-10.45,0.11,6.26,0.12,24.95,0.15,430.5,38.0,True,True,1.0,gi,CFHT,nan,6.5,13.6610767630059,26.6028993401767,210.802429,54.34875,6.5,nan,1.0
NGC5474,NGC5457,211.2561,53.6617,83.6,11.18,0.08,10.69,0.09,-17.88,-18.17,0.09,9.26,0.13,18.67,0.11,2930.2,138.1,False,True,1.0,gr,DECALS,nan,6.5,92.984168357424,23.027519737392,210.802429,54.34875,6.5,nan,1.0
NGC5477,NGC5457,211.3863,54.4608,40.6,13.86,0.09,13.57,0.09,-15.21,-15.37,0.09,7.82,0.13,21.7,0.11,868.4,42.2,False,True,1.0,gr,DECALS,nan,6.5,27.5569779506576,23.0666326253958,210.802429,54.34875,6.5,nan,1.0
dw1406p5344,NGC5457,211.708,53.7413,91.6,19.36,0.12,18.58,0.11,-9.71,-10.0,0.12,6.05,0.13,25.12,0.17,282.2,28.1,True,True,1.0,gi,CFHT,nan,6.5,8.95506589020902,26.1258186101307,210.802429,54.34875,6.5,nan,1.0
dw1408p5419,NGC5457,212.1561,54.3254,89.6,19.37,0.12,18.93,0.12,-9.69,-9.86,0.12,5.6,0.13,25.54,0.17,317.2,31.8,True,True,1.0,gi,CFHT,nan,6.5,10.065722536868,26.3896994559074,210.802429,54.34875,6.5,nan,1.0
dw1905m6316,NGC6744,286.4831,-63.2721,113.2,18.32,0.1,17.58,0.1,-11.44,-11.72,0.11,6.7,0.12,24.12,0.14,411.4,31.2,True,True,1.0,gi,DECAM,nan,8.95,9.48126717656871,25.2098066063022,287.442223,-63.857471,8.95,nan,1.0
dw1906m6357,NGC6744,286.7415,-63.9636,50.9,16.43,0.09,15.68,0.09,-13.33,-13.61,0.09,7.46,0.12,23.13,0.11,755.1,42.2,True,True,1.0,gi,DECAM,nan,8.95,17.4022966287859,24.638507517226,287.442223,-63.857471,8.95,nan,1.0
dw1907m6342,NGC6744,286.8439,-63.7064,47.6,17.88,0.1,17.26,0.1,-11.88,-12.12,0.1,6.71,0.12,22.89,0.13,346.7,24.1,True,True,1.0,gi,DECAM,nan,8.95,7.99016852403333,24.3982543782339,287.442223,-63.857471,8.95,nan,1.0
dw1908m6343,NGC6744,287.183,-63.7301,26.7,14.55,0.09,14.21,0.09,-15.21,-15.34,0.09,7.68,0.12,22.48,0.11,1726.2,85.5,False,True,1.0,gi,DECAM,nan,8.95,39.7826038132663,24.5539407054821,287.442223,-63.857471,8.95,nan,1.0
dw1911m6413,NGC6744,287.8437,-64.2226,63.3,14.41,0.09,13.94,0.09,-15.35,-15.53,0.09,7.9,0.12,23.34,0.11,1556.4,76.7,False,True,1.0,gi,DECAM,nan,8.95,35.8693342130597,24.1890912598074,287.442223,-63.857471,8.95,nan,1.0
dw1859m6402,NGC6744,284.8605,-64.0396,179.4,19.67,0.13,19.01,0.12,-10.09,-10.34,0.13,6.05,0.13,24.67,0.18,285.4,31.3,True,False,0.45,gi,DECAM,nan,8.95,6.57742745061093,25.7657550141952,287.442223,-63.857471,8.95,nan,1.0
dw1901m6315,NGC6744,285.3732,-63.2594,171.6,17.96,0.1,17.46,0.1,-11.8,-11.99,0.1,6.53,0.12,25.37,0.13,778.2,55.0,True,False,0.95,gi,DECAM,nan,8.95,17.9346672421205,26.2339412979044,287.442223,-63.857471,8.95,nan,1.0
dw1903m6449,NGC6744,285.843,-64.8277,186.2,19.44,0.12,18.7,0.11,-10.32,-10.6,0.13,6.24,0.13,24.04,0.17,308.9,31.6,True,False,0.45,gi,DECAM,nan,8.95,7.11901660608141,25.7075747116831,287.442223,-63.857471,8.95,nan,1.0
dw1903m6405,NGC6744,285.9146,-64.0985,111.2,20.39,0.15,19.86,0.15,-9.37,-9.57,0.16,5.59,0.15,25.29,0.23,240.1,33.4,True,False,0.65,gi,DECAM,nan,8.95,5.53342792939077,26.1104459708023,287.442223,-63.857471,8.95,nan,1.0
dw1909m6341,NGC6744,287.2847,-63.6853,29.0,17.9,0.1,17.43,0.1,-11.86,-12.04,0.1,6.52,0.12,23.64,0.13,358.7,25.0,True,False,0.5,gi,DECAM,nan,8.95,8.26672468840438,24.4921420532552,287.442223,-63.857471,8.95,nan,1.0
dw1912m6432,NGC6744,288.0953,-64.5419,115.8,19.68,0.13,19.06,0.12,-10.08,-10.32,0.13,5.99,0.13,24.34,0.18,255.0,28.0,True,False,0.4,gi,DECAM,nan,8.95,5.87681850042203,25.5311860726203,287.442223,-63.857471,8.95,nan,1.0
