host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
NGC5355,MATLAS-1607,208.0121,40.0316,,"(319, 260)",7973.0411558288,5615.718946288878,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1608,208.0273,40.3293,,"(316, 261)",1401.8769672368417,1696.9504351146466,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1609,208.0409,39.8027,,"(319, 260)",7554.234875843284,1178.9633558799378,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1610,208.051,40.0926,,"(319, 260)",7393.688663071373,6796.665755374129,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1611,208.0588,59.185,,"(214, 298)",1950.6519180484242,8592.140797602897,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1612,208.0829,40.3266,,"(316, 261)",580.2930137115809,1647.1443190082155,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1613,208.0968,40.34,,"(316, 261)",375.85415858489705,1907.535262480028,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1614,208.1014,59.8074,,"(208, 300)",4011.7661611419544,1268.3533758086187,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1615,208.12,40.4081,,"(317, 261)",9740.98726664724,3227.6884256913436,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1616,208.122,59.8762,,"(208, 300)",3813.459388918927,2601.9732031476215,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1617,208.122,59.6742,,"(211, 299)",2495.683682247106,8380.653935132003,"['u', 'g', 'r', 'i']",4,0
NGC5322,MATLAS-1618,208.1382,60.7149,,"(205, 301)",5151.050194919895,9164.577149211116,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1619,208.1416,60.0496,,"(208, 300)",3630.026953346015,5962.663638583372,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1620,208.1662,40.0739,,"(319, 260)",5686.032618582498,6432.284514396457,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1621,208.1719,40.1951,,"(319, 260)",5600.438012491763,8780.987604794678,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1622,208.1758,40.0349,,"(319, 260)",5543.984272180807,5676.43787112714,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1623,208.1894,59.7553,,"(208, 300)",3151.2374820556324,260.57852699526484,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1624,208.2076,40.1553,,"(319, 260)",5072.022553853451,8009.562404565193,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1625,208.2227,40.4227,,"(317, 261)",8224.825665035944,3505.993987363462,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1626,208.242,40.2686,,"(317, 261)",7946.84006138923,518.9960602399915,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1627,208.2426,40.1173,,"(319, 260)",4553.375119663112,7273.231305501999,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1628,208.2579,40.4534,,"(317, 261)",7704.285945876194,4099.748146019048,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1629,208.259,40.0946,,"(319, 260)",4310.103221932119,6833.432081377629,"['u', 'g', 'i']",3,0
NGC5322,MATLAS-1630,208.2604,60.173,,"(208, 300)",2490.056653033435,8357.519027830642,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1631,208.2776,40.5004,,"(317, 261)",7412.096538244511,5009.989333055883,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1632,208.286,40.1089,,"(319, 260)",3910.0679986349323,7110.822303069526,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1633,208.3027,40.2438,,"(319, 260)",3665.1957689862,9725.298937838726,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1634,208.3164,40.4662,,"(317, 261)",6841.284699733461,4346.293333697619,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1635,208.3384,40.1895,,"(319, 260)",3135.6287993190094,8673.649253092643,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1636,208.3799,40.0308,,"(319, 260)",2515.4863283609466,5599.207140527378,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1637,208.4246,40.0801,,"(319, 260)",1854.478526804773,6556.005286284318,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1638,208.427,60.0504,,"(208, 300)",868.9045750832211,5990.038112027186,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1639,208.4631,40.2716,,"(317, 261)",4677.5085865650735,573.8609218435149,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1640,208.4707,59.2917,,"(212, 299)",8765.600332191882,974.0947541009455,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1641,208.4874,59.3662,,"(212, 299)",8592.434554691372,2416.9036256717663,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1642,208.4941,40.2137,,"(319, 260)",832.1242692996857,9147.917484244586,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1643,208.5225,40.2305,,"(319, 260)",412.96974880691687,9474.89088254344,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1644,208.5264,40.1445,,"(319, 260)",349.3986176276212,7808.480508831093,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1645,208.5342,40.3351,,"(317, 261)",3627.5159396287254,1805.1203363494224,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1646,208.5349,40.0643,,"(319, 260)",217.85827692884322,6254.728814003538,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1647,208.5436,40.2012,,"(320, 260)",9759.651748234603,8907.684877508798,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1648,208.559,40.4773,,"(317, 261)",3264.8441510730354,4561.254529722099,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1649,208.634,40.1853,,"(320, 260)",8422.391999825188,8595.389419181283,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1650,208.6615,59.7556,,"(212, 299)",6851.749845936123,9955.94432895005,"['u', 'g', 'r', 'i']",4,0
UGC08876,MATLAS-1651,208.6705,46.4223,,"(287, 273)",2296.7766487029357,3497.711806596418,"['g', 'r', 'i']",3,0
NGC5379,MATLAS-1652,208.684,60.0756,,"(209, 300)",8054.874790261591,6472.351640372652,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1653,208.684,60.0969,,"(209, 300)",8052.903242438088,6885.121360303498,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1654,208.689,40.2371,,"(320, 260)",7606.1367266797015,9597.366567121599,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1655,208.7095,40.3116,,"(317, 261)",1036.5717186256988,1354.9916389364303,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1656,208.719,39.9656,,"(320, 260)",7170.955122045552,4335.1422668672985,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1657,208.723,59.5401,,"(212, 299)",6259.495859790254,5778.311238975159,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1658,208.7242,40.4471,,"(317, 261)",827.7647630078291,3981.5350570925625,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1659,208.726,40.5544,,"(317, 261)",807.9296046502495,6060.987791671263,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1660,208.729,39.9775,,"(320, 260)",7022.07623156015,4565.517051118715,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1661,208.7313,39.8204,,"(320, 260)",6992.493271874287,1521.017307386066,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1662,208.7526,40.055,,"(320, 260)",6669.718031634132,6066.898842913611,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1663,208.77,40.5714,,"(317, 261)",161.2973631658424,6392.68625019802,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1664,208.7838,40.4447,,"(318, 261)",9646.13211800763,3936.6290596803074,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1665,208.7834,40.5842,,"(318, 261)",9642.365561170147,6640.023457811307,"['u', 'g', 'i']",3,0
UGC08876,MATLAS-1666,208.813,46.5644,,"(287, 273)",405.1808869358356,6258.046894381096,"['g', 'r', 'i']",3,0
NGC5379,MATLAS-1667,208.8193,59.7469,,"(212, 299)",5311.533338395745,9784.770687198437,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1668,208.8242,40.1445,,"(320, 260)",5606.863724867822,7800.406066205017,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1669,208.8267,40.5898,,"(318, 261)",9004.76192496839,6746.420314682054,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1670,208.8591,40.2743,,"(318, 261)",8544.569432265807,630.9390247876336,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1671,208.9059,40.2497,,"(320, 260)",4397.513392304667,9839.09625033991,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1672,208.9065,40.6107,,"(318, 261)",7829.522706866344,7148.345246837872,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1673,208.9275,39.8597,,"(320, 260)",4072.7454631335504,2281.4492294957777,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1674,208.928,59.4668,,"(212, 299)",4243.9600746980705,4357.054730833854,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1675,208.9528,40.5707,,"(318, 261)",7149.658261743463,6371.875149166379,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1676,208.998,40.5364,,"(318, 261)",6485.057029924583,5706.243672707399,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1677,209.04,40.3016,,"(318, 261)",5869.519853812358,1155.4869876015314,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1678,209.1515,59.5647,,"(212, 299)",2052.118858135666,6260.480061925945,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1679,209.157,59.3886,,"(212, 299)",1982.4337544467617,2848.111064430836,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1680,209.17,59.1508,,"(215, 298)",552.4518987778283,7937.267999926065,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1681,209.278,59.4229,,"(212, 299)",792.67357706658,3519.3721252934733,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1682,209.6448,60.1982,,"(210, 300)",8421.077036976445,8850.127916215255,"['u', 'g', 'r', 'i']",4,0
NGC5422,MATLAS-1683,209.7205,55.2814,,"(238, 291)",9150.647925250036,774.934199122079,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5379,MATLAS-1684,209.7374,59.9644,,"(210, 300)",7547.1940267972195,4315.162156930189,"['u', 'g', 'r', 'i']",4,0
UGC08876,MATLAS-1685,209.7549,46.1162,,"(291, 272)",977.6901173748611,7259.413860552505,"['g', 'r', 'i']",3,0
NGC5422,MATLAS-1686,209.8044,55.594,,"(238, 291)",8199.16190122227,6828.35373091611,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5379,MATLAS-1687,209.8714,59.5691,,"(213, 299)",4656.016205112477,6339.177748716619,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1688,209.9674,59.1399,,"(216, 298)",2274.7060826453494,7716.719678153408,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1689,210.143,55.2553,,"(238, 291)",4487.052130508787,258.109578728363,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1690,210.242,55.5681,,"(238, 291)",3406.320656981002,6321.376414466128,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1691,210.4179,55.0157,,"(241, 290)",1304.9245254704456,5313.035738378306,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1692,210.5835,55.6552,,"(239, 291)",9327.487932886077,8019.964335166551,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1693,210.7015,54.8219,,"(242, 290)",7853.266112916768,1553.7966690775243,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1694,210.7023,54.7372,,"(245, 289)",7785.002066251673,9601.65624895876,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1695,210.7638,55.2078,,"(242, 290)",7137.044597348489,9029.926196943936,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1696,210.7635,54.7867,,"(242, 290)",7162.944894712213,869.4329495883267,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1697,210.7666,55.7082,,"(239, 291)",7322.495043437439,9038.279873286605,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1698,210.9077,55.6645,,"(239, 291)",5782.7910179474475,8188.252258094533,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1699,210.9398,55.6648,,"(239, 291)",5431.918259558428,8193.785014437399,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1700,210.9403,55.3929,,"(239, 291)",5429.410007420235,2924.6309039788457,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1701,210.969,55.5915,,"(239, 291)",5112.960487836691,6773.185075702653,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1702,210.9818,55.0296,,"(242, 290)",4725.235165326324,5573.665982728911,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1703,211.054,55.7265,,"(239, 291)",4184.947728525001,9389.797116633132,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1704,211.1035,55.1039,,"(242, 290)",3376.513673745101,7015.178164949819,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1705,211.1208,50.9266,,"(266, 282)",7666.409281440092,3581.5266264555494,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1706,211.135,51.235,,"(266, 282)",7476.413386763996,9557.521066178604,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1707,211.2971,50.7018,,"(269, 281)",6900.994583255542,8912.679396938904,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1708,211.3255,54.8978,,"(242, 290)",894.2656688599545,3030.267853817467,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1709,211.3272,50.7322,,"(269, 281)",6530.5608471752785,9501.110342567265,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1710,211.387,54.4603,,"(246, 289)",9790.173882708395,4245.119968238756,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1711,211.3908,50.6809,,"(269, 281)",5751.266238055944,8505.976493030083,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1712,211.4119,55.1363,,"(243, 290)",9618.072711981342,7655.142976169788,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1713,211.484,50.7846,,"(266, 282)",3224.558067680935,827.4910545308676,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1714,211.4852,50.4324,,"(269, 281)",4589.943580862159,3690.0730794658466,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1715,211.538,55.2242,,"(243, 290)",8214.111881303132,9351.48522626493,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1716,211.5515,50.8984,,"(266, 282)",2403.8878104136143,3034.829623377018,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1717,211.5553,50.8211,,"(266, 282)",2353.0500261647167,1536.9635308545849,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1718,211.559,54.6876,,"(246, 289)",7836.85407256596,8640.6226326574,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1719,211.5741,55.2737,,"(240, 291)",8179.071244678658,621.0839194709852,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1720,211.5957,51.2501,,"(266, 282)",1887.3843697730476,9852.145598340565,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1721,211.6154,50.7532,,"(269, 281)",2996.4129604742184,9908.998354524481,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1722,211.6769,51.038,,"(266, 282)",883.6057858366275,5745.836368326854,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1723,211.701,55.4024,,"(240, 291)",6772.387548069764,3110.662080154956,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1724,211.7018,50.6492,,"(269, 281)",1930.327408978283,7896.522823226943,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1725,211.7217,54.7774,,"(243, 290)",6196.89550011995,687.1347021695701,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1726,211.7623,50.7208,,"(269, 281)",1192.724725076553,9286.877307954408,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1727,211.777,54.9774,,"(243, 290)",5575.938369345199,4562.248543715865,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1728,211.7829,50.6644,,"(269, 281)",935.1132805216266,8194.989632956032,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1729,211.8134,54.8309,,"(243, 290)",5171.737407102491,1723.0265719182944,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1730,211.8376,55.0641,,"(243, 290)",4902.182443876153,6242.198259979788,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1731,211.8529,50.7322,,"(270, 281)",9724.211029072398,9512.11308812467,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1732,211.8655,55.2046,,"(243, 290)",4593.989771849078,8965.059651471434,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1733,211.8658,54.6237,,"(246, 289)",4399.210406804356,7397.410452156992,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1734,211.869,55.0837,,"(243, 290)",4553.9375192251655,6622.148776810536,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1735,211.8739,50.8408,,"(267, 282)",8178.058790838382,1920.445817896341,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1736,211.888,55.5567,,"(240, 291)",4715.834913387325,6098.840621443738,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1737,211.8981,50.5286,,"(270, 281)",9187.852289034236,5563.828825666731,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1738,211.9,54.8744,,"(243, 290)",4205.951965835637,2566.401867023137,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1739,211.902,50.417,,"(270, 281)",9149.595493966925,3400.9235979574705,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1740,211.9091,50.5051,,"(270, 281)",9054.35949531157,5107.813955284406,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1741,211.9236,54.5887,,"(246, 289)",3749.658267191488,6719.90566848153,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1742,211.9335,50.5533,,"(270, 281)",8749.792422606359,6040.594808695647,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1743,211.963,50.9021,,"(267, 282)",7084.954034463695,3105.2065360602087,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1744,211.97,50.3967,,"(270, 281)",8311.335594758653,3004.1188200759384,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1745,211.978,50.5934,,"(270, 281)",8199.157594601651,6815.606349288007,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1746,211.978,54.7036,,"(246, 289)",3144.0448709511275,8947.764668667947,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5481,MATLAS-1747,211.993,50.8636,,"(267, 282)",6719.737317579227,2358.341019221309,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1748,212.0389,55.1857,,"(243, 290)",2675.323091323029,8602.18573473614,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1749,212.0904,55.4797,,"(240, 291)",2492.5169728936116,4610.723533774964,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1750,212.111,54.9092,,"(243, 290)",1855.9987283010182,3246.724289714584,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1751,212.1273,54.8802,,"(243, 290)",1672.0105322895492,2685.488029564338,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1752,212.1405,55.4471,,"(240, 291)",1939.7876912878532,3980.9764251691777,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1753,212.1577,54.5375,,"(246, 289)",1116.0794987065142,5736.247811679144,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1754,212.182,55.1673,,"(243, 290)",1090.2834088793384,8252.00183731386,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1755,212.1908,55.287,,"(240, 291)",1372.2650076648993,880.8163413337752,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1756,212.1927,55.0838,,"(243, 290)",963.4264756277166,6634.469942932284,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1757,212.205,54.8561,,"(243, 290)",803.2594995563923,2222.6279529701183,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1758,212.2323,55.0221,,"(243, 290)",517.2815325769616,5441.209075600653,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5500,MATLAS-1759,212.238,48.9504,,"(278, 278)",331.67866803004017,4050.0729714718973,"['g', 'r', 'i']",3,0
NGC5485,MATLAS-1760,212.2574,55.4689,,"(240, 291)",657.3298331928409,4409.656385647282,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1761,212.2583,54.8627,,"(243, 290)",209.47365203229765,2353.9472277657046,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1762,212.2622,55.4256,,"(240, 291)",599.7723470476167,3570.8553572443384,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1763,212.287,54.6445,,"(247, 289)",9331.55788760748,7812.174704862857,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1764,212.3196,55.0348,,"(244, 290)",9230.251964547639,5685.911554136904,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1765,212.3413,55.3041,,"(241, 291)",9451.354303779031,1216.5344031882491,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5493,MATLAS-1766,212.375,-5.3253,,,,,,0,0
NGC5500,MATLAS-1767,212.394,49.0443,,"(279, 278)",8039.766565199334,5863.282425745032,"['g', 'r', 'i']",3,0
NGC5493,MATLAS-1768,212.427,-4.9312,,,,,,0,0
NGC5481,MATLAS-1769,212.4398,51.0588,,"(267, 282)",1270.4414646880205,6147.234767303727,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1770,212.5186,54.4422,,"(247, 289)",6743.096513185356,3881.8096218982982,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1771,212.5278,54.8025,,"(244, 290)",6929.166515969508,1175.0155154489753,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1772,212.5511,55.3732,,"(241, 291)",7133.326012946522,2545.7112281092423,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1773,212.5538,54.4463,,"(247, 289)",6346.280949969819,3960.4913273631273,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5485,MATLAS-1774,212.5834,54.7639,,"(244, 290)",6309.364951847515,425.69374204791984,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5500,MATLAS-1775,212.6088,48.4432,,"(282, 277)",7350.329264578113,3902.0805709816186,"['g', 'r', 'i']",3,0
NGC5485,MATLAS-1776,212.6157,54.579,,"(247, 289)",5646.675044792406,6531.203884811377,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5500,MATLAS-1777,212.693,48.0887,,"(285, 276)",8493.90405965669,6725.039717700653,"['g', 'r', 'i']",3,0
NGC5493,MATLAS-1778,212.7431,-4.4971,,,,,,0,0
NGC5493,MATLAS-1779,212.7722,-5.2221,,,,,,0,0
NGC5500,MATLAS-1780,212.794,48.3834,,"(282, 277)",4969.494553956389,2740.4101843116296,"['g', 'r', 'i']",3,0
NGC5493,MATLAS-1781,212.7999,-5.1036,,,,,,0,0
NGC5500,MATLAS-1782,212.811,48.6583,,"(282, 277)",4752.04618072091,8067.729228206859,"['g', 'r', 'i']",3,0
NGC5500,MATLAS-1783,212.825,48.1951,,"(285, 276)",6781.503324342858,8782.448619584236,"['g', 'r', 'i']",3,0
NGC5500,MATLAS-1784,212.825,48.1831,,"(285, 276)",6781.919291111866,8549.898593788826,"['g', 'r', 'i']",3,0
NGC5500,MATLAS-1785,212.871,48.2844,,"(282, 277)",3976.4811041499515,822.4048911608443,"['g', 'r', 'i']",3,0
NGC5493,MATLAS-1786,212.9077,-4.5589,,,,,,0,0
NGC5493,MATLAS-1787,213.008,-4.8795,,,,,,0,0
NGC5493,MATLAS-1788,213.098,-4.7975,,,,,,0,0
NGC5493,MATLAS-1789,213.2297,-5.3862,,,,,,0,0
NGC5507,MATLAS-1790,213.235,-3.4556,,,,,,0,0
NGC5493,MATLAS-1791,213.2877,-4.7681,,,,,,0,0
NGC5507,MATLAS-1792,213.4056,-3.0932,,,,,,0,0
NGC5507,MATLAS-1793,213.4112,-3.3354,,,,,,0,0
NGC5507,MATLAS-1794,213.4693,-3.0559,,,,,,0,0
NGC5507,MATLAS-1795,213.557,-3.0563,,,,,,0,0
NGC5507,MATLAS-1796,213.594,-3.0318,,,,,,0,0
NGC5557,MATLAS-1797,213.8768,36.2751,,"(344, 253)",6431.737060448452,642.3261371049575,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1798,213.9279,36.4422,,"(344, 253)",5632.030127073577,3880.0283443302133,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1799,213.9563,36.2237,,"(346, 252)",3178.0795959169627,9336.191167286599,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1800,213.9893,36.2363,,"(346, 252)",2662.549393790986,9581.078204742542,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1801,214.0784,36.3921,,"(344, 253)",3284.6947924327033,2909.9838997591373,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1802,214.1941,35.9536,,"(347, 252)",9136.6191081045,4106.40481416758,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1803,214.243,36.4538,,"(344, 253)",720.3909336940751,4110.784253797836,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1804,214.324,36.693,,"(345, 253)",9140.297430107817,8745.906480606405,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1805,214.3458,36.1995,,"(347, 252)",6751.392663244784,8867.129813717576,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1806,214.3624,36.2744,,"(345, 253)",8562.796529343763,632.2781424121777,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1807,214.3776,36.2944,,"(345, 253)",8324.464266765735,1019.3231149603885,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1808,214.3837,36.4094,,"(345, 253)",8224.402745477206,3247.7173481254085,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1809,214.4398,37.0001,,"(343, 254)",9665.711289612278,5009.324889626418,"['u', 'g', 'r', 'i']",4,0
